ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
63,Belfiore's Triadic Structure of Mind,Modern Western Philosophy,Modern Global – Mixed/General,Modern Continental Philosophy,Intellect | Sensitiveness (feeling/affect) | Power (will/agency),I≈Intellect; R≈Sensitiveness (feeling/affect); Sem≈Power (will/agency),Gradient,"each pole exerts selfish or moral activity; the mind is an 'evolving, conscious triad'",19,4,Parent I — Ontological / Field-Foundational,,4,
64,Triadic Cognition — Roots of Human Mind,Modern Cognitive Theory,Modern Global – Scientific/Technical,Cognitive Science,Element 1 (object/stimulus) | Element 2 (object/stimulus) | Element 3 (contextual mediator — emergent three-way association),I≈Element 1 (object/stimulus); R≈Element 2 (object/stimulus); Sem≈Element 3 (contextual mediator — emergent three-way association),Gradient,triadic association = emergent property irreducible to any pairing of dyads. 'Mind' IS capacity for triadic association.,19,2,Parent III — Relational / Emergent-Integrative,,2,
65,Luhmann's Triple Autopoiesis,German Systems Theory,Modern Global – Scientific/Technical,German Systems Theory,Biological autopoiesis — medium of life | Psychic autopoiesis — medium of consciousness/meaning | Socio-communicative autopoiesis — medium of communication,I≈Biological autopoiesis — medium of life; R≈Psychic autopoiesis — medium of consciousness/meaning; Sem≈Socio-communicative autopoiesis — medium of communication,Gradient,structural coupling between operationally closed systems; only communication communicates,19,2,Parent II — Structural / Constraint-Dynamical,,2,
66,Brier's Cybersemiotics (Peirce × Luhmann),Cybersemiotics,Modern Global – Philosophical/Meta,Cybersemiotics,"Biophysical autopoiesis (life) | Psychical autopoiesis (consciousness) | Socio-communicative autopoiesis (language, signs)","I≈Biophysical autopoiesis (life); R≈Psychical autopoiesis (consciousness); Sem≈Socio-communicative autopoiesis (language, signs)",Gradient,Cybersemiotic star model integrates Luhmann triple autopoiesis with Peirce triadic semiotics,19,2,Parent III — Relational / Emergent-Integrative,,2,
67,Ubuntu / Hunhu Onto-Triadic Metaphysics,Bantu (Southern Africa),Modern Global – Mixed/General,African Communitarian Philosophy (Ubuntu),"The Living (vanhu/abantu) — embodied human community | The Spiritual/Ancestral World — ancestors, spirits, Musikavanhu | The Natural/Cosmic World — land, ecology, vital force (ntu)","I≈The Living (vanhu/abantu) — embodied human community; R≈The Spiritual/Ancestral World — ancestors, spirits, Musikavanhu; Sem≈The Natural/Cosmic World — land, ecology, vital force (ntu)",Gradient,'Umuntu ngumuntu ngabantu'; Ubu- (ontological) × -ntu (epistemological) = ubuntu (relational being-becoming),20,2,Parent I — Ontological / Field-Foundational,,2,
68,Kagame's Bantu Ontological Categories (Muntu–Kintu–Kuntu),Bantu (Great Lakes),Modern Global – Mixed/General,Bantu Ontology,"Muntu — being with intelligence (humans, spirits) | Kintu — being without intelligence (things, material forces) | Kuntu — modal being (manner, quality, how-ness)","I≈Muntu — being with intelligence (humans, spirits); R≈Kintu — being without intelligence (things, material forces); Sem≈Kuntu — modal being (manner, quality, how-ness)",Gradient,all categories are modalities of Ntu (Being-as-Force); Hantu (place-time) is the field. Force replaces Being as primary metaphysical category.,19,2,Parent I — Ontological / Field-Foundational,,2,
69,Gaconnet's Triadic Minimum / N-Function,Modern Mathematical Theory,Modern Global – Scientific/Technical,Mathematical Logic / Modal Theory,I — Internal process (producing system) | O — External field (environment) | N — Self-produced boundary (relational operator),I≈I — Internal process (producing system); R≈O — External field (environment); Sem≈N — Self-produced boundary (relational operator),Gradient,formal proof: any NESS requires exactly 3 functionally distinct components. N-function is irreducible minimal relational operator.,19,2,Parent III — Relational / Emergent-Integrative,,2,
70,Herrmann-Pillath & Salthe Triadic Thermodynamic Semiosis,Thermodynamic Semiosis,Modern Global – Scientific/Technical,Thermodynamic Semiosis,"Efficient causality (mechanism, kinetics) | Formal causality (structure, pattern, selection) | Final causality (attractor states, teleonomy)","I≈Efficient causality (mechanism, kinetics); R≈Formal causality (structure, pattern, selection); Sem≈Final causality (attractor states, teleonomy)",Gradient,triadic conjunction of three causalities; dyadic→triadic = 'fundamental methodological shift',19,2,Parent III — Relational / Emergent-Integrative,,2,
71,Kripke's Modal Trichotomy,Analytic Philosophy,Modern Global – Philosophical/Meta,Analytic Philosophy,"Necessarily true (true in all possible worlds) | Contingently true (actually true, could be false) | Impossible (necessarily false)","I≈Necessarily true (true in all possible worlds); R≈Contingently true (actually true, could be false); Sem≈Impossible (necessarily false)",Branching,possible worlds semantics; truth-status determined by evaluation across space of all possible worlds,19,2,Parent II — Structural / Constraint-Dynamical,,2,
72,Universal Triadic Framework (Functional–Energetic–Semiotic),Modern Integrative Theory,Modern Global – Scientific/Technical,Integrative Systems Theory,"Functional — organized structures/processes (proteins, organs, behavior) | Energetic — flows driving change/homeostasis (ATP, potentials, attention) | Semiotic — meaning, signal interpretation, representation (genes, neurons, symbols)","I≈Functional — organized structures/processes (proteins, organs, behavior); R≈Energetic — flows driving change/homeostasis (ATP, potentials, attention); Sem≈Semiotic — meaning, signal interpretation, representation (genes, neurons, symbols)",Gradient,all three necessary and jointly sufficient for any living system. Framework is fractal across scales.,19,2,Parent III — Relational / Emergent-Integrative,,2,
73,Deacon's Teleodynamics (Incomplete Nature),Biosemiotics / Teleodynamics,Modern Global – Philosophical/Meta,Biosemiotics / Teleodynamics,"Homeodynamics (thermodynamic dissipation) | Morphodynamics (self-organizing constraint) | Teleodynamics (end-directed, semiotic, self-maintaining)","I≈Homeodynamics (thermodynamic dissipation); R≈Morphodynamics (self-organizing constraint); Sem≈Teleodynamics (end-directed, semiotic, self-maintaining)",Gradient,hierarchical emergence; each level constrains below. Absence as causal force.,19,2,Parent III — Relational / Emergent-Integrative,,2,
74,Friston's Markov Blanket Triad,Theoretical Neuroscience,Modern Global – Mixed/General,Theoretical Neuroscience,Internal states (self-model) | External states (environment) | Blanket states (sensory + active boundary),I≈Internal states (self-model); R≈External states (environment); Sem≈Blanket states (sensory + active boundary),Gradient,free energy minimization; active inference; boundary mediates inside-outside,19,2,Parent II — Structural / Constraint-Dynamical,,2,
75,Augustinian Trinitarian Psychology (Memory–Understanding–Will),Christian Theology (Augustinian),Middle East & North Africa,Patristic Christian Theology,"Memory (memoria) — retention, presence to self | Understanding (intelligentia) — cognition, illumination | Will (voluntas) — love, desire, movement toward","I≈Memory (memoria) — retention, presence to self; R≈Understanding (intelligentia) — cognition, illumination; Sem≈Will (voluntas) — love, desire, movement toward",Gradient,Implicit - inner-Trinitarian structure mapped onto the soul; each contains and implies the other two,19,2,Parent I — Ontological / Field-Foundational,,2,
76,Borromean Rings (Mathematical / Topological Archetype),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Ring A (unknotted) | Ring B (unknotted) | Ring C (unknotted, no two directly linked)","I≈Ring A (unknotted); R≈Ring B (unknotted); Sem≈Ring C (unknotted, no two directly linked)",Branching,Brunnian link: removing any one frees other two. Universal link complement. Topological proof of irreducible three-ness.,19,5,Parent II — Structural / Constraint-Dynamical,,5,
77,Aristotle's Rhetorical Triad (Ethos–Pathos–Logos),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Ethos — character, credibility, authority | Pathos — emotion, affect, audience feeling | Logos — logic, argument, evidence","I≈Ethos — character, credibility, authority; R≈Pathos — emotion, affect, audience feeling; Sem≈Logos — logic, argument, evidence",Branching,Implicit - persuasion requires all three; each alone is insufficient,19,2,Parent II — Structural / Constraint-Dynamical,,2,
78,Greimas' Actantial Narrative Triad,Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,Sender (source of mandate/value) | Object (what is sought/exchanged) | Receiver (destination of value/narrative closure),I≈Sender (source of mandate/value); R≈Object (what is sought/exchanged); Sem≈Receiver (destination of value/narrative closure),Gradient,Implicit - narrative requires all three actantial axes; full model has 6 actants in 3 pairs,19,2,Parent II — Structural / Constraint-Dynamical,,2,
79,Project Management Triangle (Scope–Time–Cost),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Scope (quality, features, completeness) | Time (schedule, speed, deadline) | Cost (budget, resources, labor)","I≈Scope (quality, features, completeness); R≈Time (schedule, speed, deadline); Sem≈Cost (budget, resources, labor)",Gradient,constraint triad: optimizing any two degrades the third. 'Pick two.',19,2,Parent II — Structural / Constraint-Dynamical,,2,
80,Vitruvian Triad (Firmitas–Utilitas–Venustas),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Firmitas — structural soundness, durability | Utilitas — function, usefulness, fitness for purpose | Venustas — beauty, delight, aesthetic pleasure","I≈Firmitas — structural soundness, durability; R≈Utilitas — function, usefulness, fitness for purpose; Sem≈Venustas — beauty, delight, aesthetic pleasure",Branching,Implicit - good architecture requires all three in balance,19,2,Parent II — Structural / Constraint-Dynamical,,2,
81,Musical Triad (Melody–Harmony–Rhythm),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Melody — sequential pitch movement, horizontal structure, thematic line | Harmony — simultaneous pitch relations, vertical structure, tonal tension/resolution | Rhythm — temporal organization, duration, meter, pulse, closure in time","I≈Melody — sequential pitch movement, horizontal structure, thematic line; R≈Harmony — simultaneous pitch relations, vertical structure, tonal tension/resolution; Sem≈Rhythm — temporal organization, duration, meter, pulse, closure in time",Torsional,music exists only as the irreducible product of all three. Tonal music: I-V-I (tonic-dominant-tonic) is the fundamental harmonic triad. Schenker: Ursatz = fundamental triadic structure underlying all tonal music.,20,2,Parent III — Relational / Emergent-Integrative,,2,
82,Three Poisons / Mūla Kleśa (Triviṣa),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Moha (मोह, Ignorance / Delusion) — fundamental misapprehension of reality; root obscuration from which the other two arise. Not merely absence of knowledge but active distortion: the mistaking of impermanent for permanent, suffering for happiness, non-self for self. | Rāga (राग, Greed / Craving / Attachment) — the grasping movement of mind toward objects, clinging to pleasant sensation, driven by moha's misperception. Generates thirst (taṇhā) that perpetuates the cycle of becoming. | Dveṣa (द्वेष, Hatred / Aversion / Ill-will) — the pushing-away movement of mind from objects, arising from moha's misperception of threat. Includes anger, resentment, fear — all forms of reactive rejection.","I≈Moha (मोह, Ignorance / Delusion) — fundamental misapprehension of reality; root obscuration from which the other two arise. Not merely absence of knowledge but active distortion: the mistaking of impermanent for permanent, suffering for happiness, non-self for self.; R≈Rāga (राग, Greed / Craving / Attachment) — the grasping movement of mind toward objects, clinging to pleasant sensation, driven by moha's misperception. Generates thirst (taṇhā) that perpetuates the cycle of becoming.; Sem≈Dveṣa (द्वेष, Hatred / Aversion / Ill-will) — the pushing-away movement of mind from objects, arising from moha's misperception of threat. Includes anger, resentment, fear — all forms of reactive rejection.",Gradient,"cyclically generative: ignorance (moha) gives rise to both craving and aversion, which in turn deepen ignorance. Together they constitute the axle of the Bhavacakra (Wheel of Becoming). Inverse mapping to Triśikṣā (#55): prajñā antidotes moha, śīla antidotes rāga, samādhi antidotes dveṣa. Also maps inversely to Triratna (#46).",19,2,Parent I — Ontological / Field-Foundational,,2,
83,Three-Act Structure (Protasis–Epitasis–Catastrophe),Modern Theoretical / Cross-Cultural,Modern Global – Mixed/General,Modern Theoretical / Structural,"Act I — Setup / Protasis — establishment of world, character, stakes, and dramatic question. The structural ground from which the narrative can depart. Includes the ""inciting incident"" that destabilizes equilibrium. | Act II — Confrontation / Epitasis — escalation, complication, reversal (peripeteia). The drive of the narrative: obstacles multiply, stakes intensify, the protagonist is tested. Longest act, containing the midpoint turn. | Act III — Resolution / Catastrophe — climax, recognition (anagnorisis), and denouement. Registration of the narrative's consequences: the dramatic question receives its answer, new equilibrium is established or denied.","I≈Act I — Setup / Protasis — establishment of world, character, stakes, and dramatic question. The structural ground from which the narrative can depart. Includes the ""inciting incident"" that destabilizes equilibrium.; R≈Act II — Confrontation / Epitasis — escalation, complication, reversal (peripeteia). The drive of the narrative: obstacles multiply, stakes intensify, the protagonist is tested. Longest act, containing the midpoint turn.; Sem≈Act III — Resolution / Catastrophe — climax, recognition (anagnorisis), and denouement. Registration of the narrative's consequences: the dramatic question receives its answer, new equilibrium is established or denied.",Gradient,each act is structurally dependent on the others. Act II cannot generate tension without Act I's establishment; Act III cannot resolve what Act II has not complicated. The whole is the narrative arc itself - a temporal product rule where meaning emerges only from the completed sequence.,20,2,Parent III — Relational / Emergent-Integrative,,2,
